codice,data_rilievo,regione,provincia,comune,specie,cod_specie,sesso,lunghezza_cm,tipo_lunghezza,condizioni,tag,tag_rilascio,interazione,segnalato_da,rilevatore,struttura_rilevatore,lng,lat
CSC120108CTt1,2012-01-08,Marche,Ascoli Piceno,,Tursiops truncatus,9,ND,220.0,TOT,Morto,,,ND,Privato cittadino,Falaschetti Giuliano,ASL,13.87654,42.98094
CSC120107CSc1,2012-01-07,Emilia Romagna,Ferrara,,Stenella coeruleoalba,8,F,199.0,TOT,Morto,,,ND,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.24545,44.67792
CSC111131CZc1,2011-12-01,Calabria,Crotone,,Ziphius cavirostris,10,F,680.0,TOT,Morto,,,ND,Guardia Costiera,Stefania Giglio,Parco naturale,17.16246,39.03863
CSC110629CTt1,2011-06-29,Lazio,Roma,,Tursiops truncatus,9,M,297.0,TOT,Vivo,,,ND,Vigili del fuoco,Valerio Manfrini,Centro Studi Cetacei,12.44113,41.63667
CSC101230CSc1,2010-12-30,Campania,Napoli,,Stenella coeruleoalba,8,M,152.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.07197,40.81932
CSC101228CSc1,2010-12-28,Campania,Salerno,,Stenella coeruleoalba,8,ND,185.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,15.00229,40.20819
CSC101209CTt1,2010-12-09,Abruzzo,Teramo,,Tursiops truncatus,9,M,310.0,TOT,Morto,,,No,Guardia Costiera,Alfredo Di Domenicantonio,ASL,13.95273,42.78827
CSC100818CPm1,2010-08-18,Sicilia,Catania,,Physeter macrocephalus,7,M,1450.0,TOT,Morto,,,ND,Guardia Costiera,Stefano Floridia,Universita di Catania,15.0899,37.401
CSC100816CSc1,2010-08-16,Campania,Salerno,,Stenella coeruleoalba,8,ND,150.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,15.28201,40.05168
CSC100816CTt1,2010-08-16,Abruzzo,Teramo,,Tursiops truncatus,9,ND,,,Morto,,,No,Guardia Costiera,Alfredo Di Domenicantonio,ASL,13.95384,42.78705
CSC100810CTt2,2010-08-10,Abruzzo,Teramo,,Tursiops truncatus,9,M,240.0,TOT,Morto,,,No,Guardia Costiera,Alfredo Di Domenicantonio,ASL,13.94603,42.80209
CSC100809CTt1,2010-08-09,Abruzzo,Chieti,,Tursiops truncatus,9,M,270.0,TOT,Morto,,,No,Guardia Costiera,Enzo Di Pretoro,ASL,14.41239,42.34948
CSC100808CTt1,2010-08-08,Abruzzo,Pescara,,Tursiops truncatus,9,F,270.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.226,42.46962
CSC100731CTt1,2010-07-31,Campania,Salerno,,Tursiops truncatus,9,ND,,,Vivo,,,ND,Guardia Costiera,Nicola Maio,ASL,14.98183,40.35013
CSC100722CSc1,2010-07-22,Campania,Salerno,,Stenella coeruleoalba,8,M,110.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.93204,40.26747
CSC100625CSc1,2010-06-25,Campania,Salerno,,Stenella coeruleoalba,8,M,168.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.75,40.66711
CSC100619CSc1,2010-06-19,Campania,Salerno,,Stenella coeruleoalba,8,ND,150.0,TOT,Vivo,,,ND,Guardia Costiera,Nicola Maio,ASL,15.26667,40.034
CSC100618CSc1,2010-06-18,Sicilia,Siracusa,,Stenella coeruleoalba,8,F,122.0,TOT,Morto,,,ND,Privato cittadino,Stefano Floridia,Universita di Catania,15.22056,37.13342
CSC100602CSc1,2010-06-02,Campania,Salerno,,Stenella coeruleoalba,8,M,120.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,15.0,40.36726
CSC100517CSc1,2010-05-17,Campania,Salerno,,Stenella coeruleoalba,8,F,190.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.9,40.53394
CSC100511CSc1,2010-05-11,Sicilia,Siracusa,,Stenella coeruleoalba,8,F,,,Morto,,,ND,Privato cittadino,Stefano Floridia,ASL,15.09512,37.33552
CSC100401CBa1,2010-04-01,Campania,Salerno,,Balaenoptera acutorostrata,1,M,3350.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.75,40.66711
CSC100123CPm1,2010-01-23,Sicilia,Palermo,,Physeter macrocephalus,7,M,850.0,TOT,Morto,,,ND,Guardia Costiera,Stefano Floridia,Universita di Catania,13.19753,38.17197
CSC100117CSc1,2010-01-17,Calabria,Vibo Valentia,,Stenella coeruleoalba,8,ND,,,Morto,,,ND,Centro Studi Cetacei,Vincenzo Olivieri,Centro Studi Cetacei,16.15371,38.73171
CSC100105CSc1,2010-01-05,Campania,Salerno,,Stenella coeruleoalba,8,ND,200.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.97371,40.43541
CSC100103CTt1,2010-01-03,Campania,Salerno,,Tursiops truncatus,9,ND,130.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.99852,40.38574
CSC091230CSc1,2009-12-30,Campania,Salerno,,Stenella coeruleoalba,8,F,,,Morto,,,ND,Privato cittadino,Nicola Maio,ASL,14.93751,40.22868
CSC091212CSc1,2009-12-12,Abruzzo,Teramo,,Stenella coeruleoalba,8,F,190.0,TOT,Morto,,,No,Guardia Costiera,Alfredo Di Domenicantonio,ASL,13.93938,42.81818
CSC091211CPm6,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1171.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC091211CPm5,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1200.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC091211CPm7,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1100.0,TOT,Morto,,,ND,Centro Studi Cetacei,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC091211CPm4,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1100.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC091211CPm3,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1100.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC091211CPm2,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1199.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC091211CPm1,2009-12-11,Puglia,Foggia,,Physeter macrocephalus,7,M,1225.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.68333,41.9006
CSC090824CTt1,2009-08-24,Molise,Campobasso,,Tursiops truncatus,9,M,140.0,TOT,Morto,,,No,Guardia Costiera,Alfonso Guglielmini,Non disponibile,14.88618,42.02581
CSC090818CTt2,2009-08-18,Abruzzo,Chieti,,Tursiops truncatus,9,F,160.0,TOT,Morto,,,No,Guardia Costiera,Enzo Di Pretoro,ASL,14.35734,42.38671
CSC090818CTt1,2009-08-18,Abruzzo,Teramo,,Tursiops truncatus,9,M,210.0,TOT,Morto,,,No,Guardia Costiera,Alfredo Di Domenicantonio,ASL,13.97568,42.75595
CSC090814CTt1,2009-08-14,Campania,Salerno,,Tursiops truncatus,9,F,232.0,TOT,Morto,,,ND,Guardia Costiera,G. Pollaro,ASL,14.95,40.45015
CSC090813CSc1,2009-08-13,Sicilia,Catania,,Stenella coeruleoalba,8,M,,,Morto,,,ND,Privato cittadino,Non disponibile,Non disponibile,15.08895,37.434
CSC090721CTt1,2009-07-21,Veneto,Venezia,,Tursiops truncatus,9,ND,,,Morto,,,ND,Privato cittadino,Vincenzo Olivieri,Centro Studi Cetacei,12.65,45.50037
CSC090712CND1,2009-07-12,Campania,Salerno,,Indeterminato,5,ND,,,Morto,,,ND,Guardia Costiera,G. Panico,Guardia Costiera,14.73333,40.66688
CSC090630CSc1,2009-06-30,Sicilia,Catania,,Stenella coeruleoalba,8,F,,,Morto,,,ND,Privato cittadino,Eugenio Internullo,Centro Studi Cetacei,15.09041,37.49947
CSC090629CTt1,2009-06-29,Campania,Salerno,,Tursiops truncatus,9,ND,121.0,TOT,Morto,,,ND,Privato cittadino,G. Pollaro,ASL,14.98333,40.35067
CSC090513CSc1,2009-05-13,Campania,Salerno,,Stenella coeruleoalba,8,ND,,,Morto,,,ND,Privato cittadino,Nicola Maio,ASL,14.96667,40.43383
CSC090418CND1,2009-04-18,Campania,Salerno,,Indeterminato,5,ND,250.0,TOT,Morto,,,ND,Guardia Costiera,P. Santoriello,Guardia Costiera,14.63333,40.45033
CSC090417CSc1,2009-04-17,Campania,Napoli,,Stenella coeruleoalba,8,F,192.0,TOT,Morto,,,ND,Guardia Costiera,Nicola Maio,ASL,14.45,40.73389
CSC090315CMn1,2009-03-15,Friuli,Gorizia,,Megaptera novaeangliae,6,ND,,,Morto,,,ND,Privato cittadino,Alessandro Bortolotto,Centro Studi Cetacei,13.38333,45.66704
CSC090125CTt1,2009-01-25,Emilia Romagna,Ferrara,,Tursiops truncatus,9,F,278.0,TOT,Morto,,,ND,Guardia Costiera,Valerio Manfrini,Centro Studi Cetacei,12.24374,44.68026
CSC090103CTt1,2009-01-03,Abruzzo,Chieti,,Tursiops truncatus,9,F,200.0,TOT,Morto,,,No,Motopeschereccio,Enzo Di Pretoro,ASL,14.28268,42.42879
CSC081215CTt1,2008-12-15,Abruzzo,Teramo,,Tursiops truncatus,9,F,250.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Perretti,ASL,14.07435,42.60237
CSC081210CTt1,2008-12-10,Abruzzo,Teramo,,Tursiops truncatus,9,M,240.0,TOT,Morto,,,No,Guardia Costiera,Daniele Palmerini,Guardia Costiera,14.08903,42.58619
CSC081103CND1,2008-11-03,Campania,Salerno,,Indeterminato,5,ND,100.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.80543,40.65435
CSC081027CTt1,2008-10-27,Campania,Salerno,,Tursiops truncatus,9,M,293.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,ASL,14.88637,40.57554
CSC131018CSc1,2008-10-18,Lazio,Roma,,Stenella coeruleoalba,8,ND,91.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,12.53096,41.55582
CSC081018CTt1,2008-10-18,Abruzzo,Teramo,,Tursiops truncatus,9,F,360.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Perretti,ASL,13.94526,42.80193
CSC081005CSc1,2008-10-05,Campania,Salerno,,Stenella coeruleoalba,8,F,172.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.98014,40.35287
CSC080827CTt1,2008-08-27,Abruzzo,Teramo,,Tursiops truncatus,9,M,280.0,TOT,Morto,,,No,Guardia Costiera,Daniele Palmerini,Guardia Costiera,14.07444,42.60233
CSC080722CTt2,2008-07-22,Abruzzo,Teramo,,Tursiops truncatus,9,M,210.0,TOT,Morto,,,No,Guardia Costiera,Daniele Palmerini,Guardia Costiera,14.07058,42.60726
CSC080722CSc1,2008-07-22,Abruzzo,Teramo,,Stenella coeruleoalba,8,ND,140.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Perretti,ASL,14.0408,42.65075
CSC080722CTt1,2008-07-22,Abruzzo,Teramo,,Tursiops truncatus,9,F,270.0,TOT,Morto,,,No,Guardia Costiera,Daniele Palmerini,Guardia Costiera,14.08877,42.58632
CSC080717CGg1,2008-07-17,Campania,Napoli,,Grampus griseus,4,ND,286.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.31667,40.60029
CSC080710CSc2,2008-07-10,Campania,Napoli,,Stenella coeruleoalba,8,ND,188.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.41644,40.66
CSC080710CSc1,2008-07-10,Abruzzo,Chieti,,Stenella coeruleoalba,8,ND,,,Morto,,,No,Guardia Costiera,Roberto Valente,ASL,14.70427,42.17383
CSC080706CND1,2008-07-06,Campania,Salerno,,Indeterminato,5,ND,150.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.80067,40.65773
CSC080625CND1,2008-06-25,Campania,Salerno,,Indeterminato,5,ND,100.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.8629,40.60329
CSC080608CND1,2008-06-08,Campania,Salerno,,Indeterminato,5,ND,,,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.47678,40.62415
CSC080524CND1,2008-05-24,Campania,Salerno,,Indeterminato,5,ND,120.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.48778,40.62742
CSC080503CSc1,2008-05-03,Sicilia,Catania,,Stenella coeruleoalba,8,F,200.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,15.09045,37.41785
CSC080408CSc1,2008-04-08,Lazio,Roma,,Stenella coeruleoalba,8,ND,200.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.51278,41.57266
CSC080310CTt1,2008-03-10,Abruzzo,Chieti,,Tursiops truncatus,9,ND,200.0,TOT,Morto,,,No,Guardia Costiera,Roberto Valente,ASL,14.72135,42.10149
CSC080306CSc1,2008-03-06,Lazio,Roma,,Stenella coeruleoalba,8,ND,97.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,12.59028,41.48615
CSC080306CSc2,2008-03-06,Lazio,Roma,,Stenella coeruleoalba,8,M,108.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.51667,41.55056
CSC071215CTt1,2007-12-15,Marche,Ascoli Piceno,,Tursiops truncatus,9,ND,270.0,TOT,Morto,,,ND,Guardia Costiera,M. Marconi,Guardia Costiera,13.79736,43.18634
CSC071112CSc1,2007-11-12,Lazio,Roma,,Stenella coeruleoalba,8,M,95.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.47807,41.60582
CSC070828CTt1,2007-08-28,Campania,Napoli,,Tursiops truncatus,9,M,140.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.15,40.80012
CSC070828CSc1,2007-08-28,Campania,Salerno,,Stenella coeruleoalba,8,ND,160.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,15.56667,40.06713
CSC070724CBp1,2007-07-24,Campania,Salerno,,Balaenoptera physalus,2,F,1300.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,15.25,40.03362
CSC070715CTt1,2007-07-15,Veneto,Rovigo,,Tursiops truncatus,9,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Non disponibile,12.53333,44.95047
CSC070715CBp1,2007-07-15,Campania,Napoli,,Balaenoptera physalus,2,ND,1300.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.23642,40.56072
CSC070701CBp1,2007-07-01,Campania,Salerno,,Balaenoptera physalus,2,F,1350.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.56667,40.6006
CSC070701CSc1,2007-07-01,Abruzzo,Teramo,,Stenella coeruleoalba,8,F,150.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.02328,42.67075
CSC130602CTt1,2007-06-02,Abruzzo,Teramo,,Tursiops truncatus,9,F,180.0,TOT,Morto,,,No,Guardia Costiera,Giuseppe Capozzella,ASL,14.12022,42.55256
CSC070410CBa1,2007-04-10,Abruzzo,Teramo,,Balaenoptera acutorostrata,1,ND,55.0,TOT,Morto,,,No,Guardia Costiera,Non disponibile,Guardia Costiera,14.10297,42.57012
CSC070404CSc1,2007-04-04,Campania,Salerno,,Stenella coeruleoalba,8,M,150.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,15.60848,40.07236
CSC070315CSc1,2007-03-15,Campania,Salerno,,Stenella coeruleoalba,8,ND,150.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,15.48333,40.03373
CSC070306CSc1,2007-03-06,Lazio,Roma,,Stenella coeruleoalba,8,M,110.0,TOT,Morto,,,ND,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.64702,41.45425
CSC070303CND1,2007-03-03,Campania,Salerno,,Indeterminato,5,ND,108.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.79698,40.66041
CSC070228CSc1,2007-02-28,Campania,Napoli,,Stenella coeruleoalba,8,M,150.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.35,40.78336
CSC070226CSc1,2007-02-26,Campania,Napoli,,Stenella coeruleoalba,8,F,201.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.95663,40.73462
CSC070213CSc1,2007-02-13,Campania,Napoli,,Stenella coeruleoalba,8,F,166.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.86133,40.71867
CSC070110CSc1,2007-01-10,Campania,Napoli,,Stenella coeruleoalba,8,F,126.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.88778,40.75341
CSC061113CTt1,2006-11-13,Veneto,Rovigo,,Tursiops truncatus,9,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Non disponibile,12.32146,44.95219
CSC061011CZc1,2006-10-11,Sicilia,Messina,,Ziphius cavirostris,10,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,15.52079,38.12644
CSC060927CSc1,2006-09-27,Campania,Salerno,,Stenella coeruleoalba,8,M,170.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,15.48349,40.03855
CSC060826CSc1,2006-08-26,Campania,Salerno,,Stenella coeruleoalba,8,ND,170.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.93039,40.50277
CSC060824CND1,2006-08-24,Campania,Caserta,,Indeterminato,5,ND,180.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.88015,41.10856
CSC060804CSc1,2006-08-04,Sicilia,Catania,,Stenella coeruleoalba,8,F,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,15.1473,37.55082
CSC060803CTt1,2006-08-03,Abruzzo,Pescara,,Tursiops truncatus,9,F,280.0,TOT,Morto,,,No,Guardia Costiera,William Di Nardo,Centro Studi Cetacei,14.21142,42.47485
CSC060726CSc1,2006-07-26,Campania,Salerno,,Stenella coeruleoalba,8,ND,170.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.89995,40.55765
CSC060724CTt1,2006-07-24,Abruzzo,Pescara,,Tursiops truncatus,9,M,120.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.23821,42.45681
CSC060710CTt1,2006-07-10,Abruzzo,Pescara,,Tursiops truncatus,9,M,134.0,TOT,Morto,,,No,Guardia Costiera,William Di Nardo,Centro Studi Cetacei,14.23201,42.46361
CSC060702CTt1,2006-07-02,Abruzzo,Teramo,,Tursiops truncatus,9,ND,200.0,TOT,Morto,,,No,Privato cittadino,Luigi Irelli,Non disponibile,13.93899,42.81813
CSC060628CTt1,2006-06-28,Campania,Salerno,,Tursiops truncatus,9,M,120.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.99431,40.40299
CSC060620CTt1,2006-06-20,Abruzzo,Chieti,,Tursiops truncatus,9,F,125.0,TOT,Morto,,,No,Guardia Costiera,Antonio Scocco,Non disponibile,14.27985,42.42898
CSC060530CSc1,2006-05-30,Campania,Napoli,,Stenella coeruleoalba,8,M,129.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.0169,40.75025
CSC060527CTt1,2006-05-27,Lazio,Roma,,Tursiops truncatus,9,ND,290.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.75,41.40041
CSC060422CSc1,2006-04-22,Campania,Salerno,,Stenella coeruleoalba,8,M,,,Morto,,,ND,Guardia Costiera,F.Pollaro,Centro Studi Cetacei,15.61707,40.06879
CSC060405CGg1,2006-04-05,Campania,Napoli,,Grampus griseus,4,M,270.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.41667,40.71729
CSC060401CSc2,2006-04-01,Campania,Salerno,,Stenella coeruleoalba,8,ND,,,Morto,,,ND,Guardia Costiera,F.Pollaro,Centro Studi Cetacei,14.88333,40.33362
CSC060401CSc1,2006-04-01,Campania,Napoli,,Stenella coeruleoalba,8,M,160.0,TOT,Morto,,,ND,Corpo Forestale dello Stato,Non disponibile,Corpo Forestale dello Stato,14.02993,40.90363
CSC060328CSc1,2006-03-28,Campania,Salerno,,Stenella coeruleoalba,8,F,210.0,TOT,Morto,,,ND,Guardia Costiera,F.Pollaro,Centro Studi Cetacei,14.93305,40.26705
CSC060327CSc1,2006-03-27,Campania,Salerno,,Stenella coeruleoalba,8,M,,,Morto,,,ND,Guardia Costiera,F.Pollaro,Centro Studi Cetacei,14.56667,40.60037
CSC060320CTt1,2006-03-20,Campania,Napoli,,Tursiops truncatus,9,ND,200.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.11667,40.81692
CSC060305CSc1,2006-03-05,Campania,Salerno,,Stenella coeruleoalba,8,M,168.0,TOT,Morto,,,ND,Guardia Costiera,F.Pollaro,Centro Studi Cetacei,15.17222,40.13454
CSC060303CSc1,2006-03-03,Campania,Salerno,,Stenella coeruleoalba,8,F,184.0,TOT,Morto,,,ND,Privato cittadino,F.Pollaro,Centro Studi Cetacei,14.8914,40.56946
CSC060301CSc1,2006-03-01,Campania,Salerno,,Stenella coeruleoalba,8,ND,,,Morto,,,ND,Guardia Costiera,F.Pollaro,Centro Studi Cetacei,15.28263,40.05288
CSC060222CSc1,2006-02-22,Lazio,Roma,,Stenella coeruleoalba,8,F,214.0,TOT,Morto,,,ND,Guardia Costiera,Valerio Manfrini,Centro Studi Cetacei,12.31641,41.713
CSC060210CDd1,2006-02-10,Campania,Napoli,,Delphinus delphis,3,F,183.0,TOT,Morto,,,ND,Privato cittadino,F.Pollaro,Centro Studi Cetacei,14.15,40.80051
